,Protocol,Compounds,InputFields,Iterations,NumPending,Hour,Day,Class
1130,H,778.0,2351.0,20.0,5.0,14.55,Fri,M
1131,H,78.0,239.0,20.0,0.0,10.9,Tue,M
1132,H,75.0,79.0,20.0,0.0,13.783333333333333,Tue,VF
1133,H,89.0,235.0,20.0,0.0,13.366666666666667,Tue,F
1134,H,76.0,233.0,20.0,0.0,14.016666666666667,Tue,F
1135,H,881.0,1336.0,20.0,0.0,17.05,Fri,M
1136,H,889.0,61.0,20.0,3134.0,17.5,Tue,F
1137,H,894.0,611.0,20.0,3276.0,17.6,Tue,M
1138,H,890.0,814.0,20.0,3494.0,17.7,Tue,M
1139,H,887.0,165.0,20.0,3494.0,17.7,Tue,M
1140,H,85.0,237.0,20.0,0.0,22.483333333333334,Mon,M
1141,H,20.0,15.0,20.0,0.0,11.216666666666667,Tue,VF
1142,H,20.0,20.0,20.0,0.0,13.216666666666667,Tue,VF
1143,H,20.0,25.0,20.0,0.0,13.766666666666667,Tue,VF
1144,H,100.0,244.0,20.0,0.0,10.55,Tue,M
1145,H,96.0,292.0,20.0,0.0,22.483333333333334,Tue,M
1146,I,997.0,3579.0,20.0,0.0,13.966666666666667,Tue,VF
1147,I,98.0,2700.0,20.0,0.0,10.116666666666667,Fri,VF
1148,I,97.0,2701.0,20.0,0.0,16.2,Wed,VF
1149,I,93.0,2774.0,20.0,0.0,10.366666666666667,Fri,VF
1150,I,107.0,2851.0,20.0,0.0,16.533333333333335,Wed,VF
1151,I,95.0,3523.0,20.0,0.0,13.816666666666666,Tue,VF
1152,I,101.0,3674.0,20.0,0.0,16.45,Fri,VF
1153,I,98.0,4073.0,20.0,0.0,16.733333333333334,Fri,VF
1154,I,104.0,4545.0,20.0,0.0,16.183333333333334,Fri,VF
1155,I,101.0,8147.0,20.0,0.0,8.366666666666667,Thu,VF
1156,I,107.0,8229.0,20.0,0.0,15.25,Mon,VF
1157,I,108.0,8254.0,10.0,0.0,13.6,Thu,VF
1158,I,105.0,10924.0,20.0,0.0,9.466666666666667,Fri,VF
1159,I,102.0,1171.0,20.0,0.0,18.533333333333335,Thu,VF
1160,I,104.0,13201.0,20.0,0.0,13.533333333333333,Thu,VF
1161,I,99.0,13420.0,20.0,0.0,12.65,Thu,VF
1162,I,99.0,13652.0,20.0,0.0,8.85,Fri,VF
1163,I,94.0,2527.0,10.0,0.0,15.116666666666667,Tue,VF
1164,I,99.0,8899.0,20.0,0.0,16.366666666666667,Thu,VF
1165,I,99.0,9001.0,20.0,0.0,16.75,Thu,VF
1166,I,110.0,3077.0,20.0,0.0,21.516666666666666,Wed,VF
1167,I,106.0,3073.0,20.0,0.0,19.833333333333332,Wed,VF
1168,I,101.0,36021.0,20.0,0.0,10.366666666666667,Wed,F
1169,I,106.0,6799.0,20.0,0.0,17.15,Tue,VF
1170,I,112.0,100.0,20.0,0.0,15.4,Wed,VF
1171,I,113.0,1402.0,20.0,0.0,14.416666666666666,Wed,VF
1172,I,109.0,4095.0,20.0,0.0,12.466666666666667,Mon,VF
1173,I,118.0,7049.0,20.0,0.0,13.216666666666667,Mon,VF
1174,I,1222.0,2195.0,20.0,0.0,14.933333333333334,Fri,VF
1175,I,131.0,12023.0,20.0,0.0,9.7,Fri,VF
1176,I,128.0,12045.0,20.0,0.0,8.966666666666667,Fri,VF
1177,I,128.0,12071.0,20.0,0.0,10.033333333333333,Fri,VF
1178,I,125.0,12073.0,20.0,0.0,8.966666666666667,Fri,VF
1179,I,120.0,12098.0,20.0,0.0,9.85,Fri,VF
1180,I,123.0,3897.0,20.0,0.0,16.783333333333335,Fri,VF
1181,I,123.0,3926.0,20.0,0.0,16.5,Fri,VF
1182,I,127.0,6972.0,20.0,0.0,17.466666666666665,Tue,VF
1183,I,20.0,671.0,10.0,0.0,17.766666666666666,Mon,VF
1184,I,20.0,79.0,20.0,0.0,14.75,Wed,VF
1185,I,129.0,2929.0,20.0,0.0,17.383333333333333,Thu,VF
1186,I,128.0,7751.0,20.0,0.0,16.75,Fri,VF
1187,I,133.0,1499.0,20.0,0.0,19.433333333333334,Thu,VF
1188,I,140.0,7874.0,20.0,0.0,10.633333333333333,Mon,VF
1189,I,129.0,7897.0,20.0,0.0,9.4,Mon,VF
1190,I,129.0,951.0,20.0,0.0,9.55,Mon,VF
1191,I,133.0,1348.0,20.0,0.0,9.5,Mon,VF
1192,I,1371.0,12776.0,20.0,0.0,12.466666666666667,Tue,VF
1193,I,143.0,3079.0,20.0,0.0,9.483333333333333,Mon,VF
1194,I,132.0,4498.0,20.0,0.0,10.433333333333334,Wed,F
1195,I,137.0,174.0,20.0,0.0,9.516666666666667,Mon,VF
1196,I,138.0,4377.0,20.0,0.0,17.333333333333332,Wed,VF
1197,I,135.0,4470.0,20.0,0.0,17.65,Wed,VF
1198,I,147.0,5620.0,20.0,0.0,16.7,Thu,VF
1199,I,132.0,5674.0,20.0,0.0,15.733333333333333,Wed,VF
1200,I,147.0,2071.0,20.0,0.0,16.233333333333334,Wed,VF
1201,I,20.0,870.0,20.0,0.0,14.083333333333334,Mon,VF
1202,I,14097.0,375.0,20.0,0.0,16.35,Wed,F
1203,I,142.0,4753.0,20.0,0.0,18.7,Tue,VF
1204,I,137.0,4829.0,20.0,0.0,16.25,Fri,VF
1205,I,142.0,12174.0,20.0,0.0,7.95,Fri,VF
1206,I,149.0,12200.0,20.0,0.0,7.833333333333333,Fri,VF
1207,I,151.0,2502.0,20.0,0.0,13.766666666666667,Wed,VF
1208,I,153.0,12228.0,20.0,0.0,12.95,Wed,VF
1209,I,153.0,1922.0,20.0,0.0,13.216666666666667,Wed,VF
1210,I,143.0,3278.0,10.0,0.0,10.8,Thu,VF
1211,I,20.0,2554.0,20.0,0.0,19.083333333333332,Mon,VF
1212,I,20.0,3326.0,20.0,0.0,18.916666666666668,Mon,VF
1213,I,20.0,2145.0,20.0,0.0,12.716666666666667,Wed,VF
1214,I,1496.0,3574.0,20.0,0.0,14.033333333333333,Tue,VF
1215,I,149.0,2874.0,20.0,0.0,10.0,Fri,VF
1216,I,146.0,2901.0,20.0,0.0,10.5,Fri,VF
1217,I,143.0,2947.0,20.0,0.0,16.583333333333332,Wed,VF
1218,I,147.0,1925.0,20.0,0.0,20.85,Mon,VF
1219,I,157.0,4920.0,20.0,0.0,17.916666666666668,Tue,VF
1220,I,162.0,14521.0,20.0,0.0,18.6,Thu,VF
1221,I,166.0,8970.0,100.0,0.0,13.583333333333334,Fri,F
1222,I,162.0,9195.0,10.0,0.0,13.516666666666667,Fri,VF
1223,I,24.0,1073.0,20.0,0.0,16.233333333333334,Fri,VF
1224,I,1715.0,3496.0,20.0,0.0,11.95,Thu,VF
1225,I,1725.0,3495.0,20.0,0.0,10.683333333333334,Thu,VF
1226,I,166.0,9845.0,20.0,0.0,14.45,Thu,VF
1227,I,168.0,9897.0,20.0,0.0,13.766666666666667,Thu,VF
1228,I,174.0,9951.0,20.0,0.0,15.816666666666666,Thu,VF
1229,I,1747.0,12826.0,20.0,0.0,12.566666666666666,Tue,VF
1230,I,180.0,12273.0,20.0,0.0,15.683333333333334,Tue,VF
1231,I,179.0,479.0,10.0,0.0,10.683333333333334,Wed,VF
1232,I,178.0,198.0,20.0,0.0,13.0,Thu,VF
1233,I,184.0,222.0,20.0,0.0,14.6,Thu,VF
1234,I,180.0,9304.0,20.0,0.0,16.683333333333334,Fri,VF
1235,I,188.0,1825.0,20.0,0.0,9.483333333333333,Thu,VF
1236,I,1927.0,1822.0,20.0,0.0,6.183333333333334,Thu,VF
1237,I,189.0,2973.0,20.0,0.0,10.5,Mon,VF
1238,I,194.0,3072.0,20.0,0.0,11.033333333333333,Mon,VF
1239,I,193.0,1373.0,11.0,0.0,22.316666666666666,Wed,VF
1240,I,207.0,146.0,40.0,0.0,10.433333333333334,Thu,VF
1241,I,22.0,2747.0,20.0,0.0,20.1,Mon,VF
1242,I,20.0,304.0,20.0,0.0,10.933333333333334,Wed,VF
1243,I,20.0,1604.0,20.0,0.0,17.233333333333334,Thu,VF
1244,I,20.0,146.0,20.0,0.0,10.85,Wed,VF
1245,I,20.0,2154.0,20.0,0.0,12.833333333333334,Wed,VF
1246,I,27.0,2195.0,20.0,0.0,13.05,Wed,VF
1247,I,20.0,2373.0,20.0,0.0,12.266666666666667,Wed,VF
1248,I,20.0,2404.0,20.0,0.0,12.666666666666666,Wed,VF
1249,I,207.0,8248.0,20.0,0.0,17.516666666666666,Mon,VF
1250,I,214.0,18551.0,20.0,0.0,17.983333333333334,Mon,VF
1251,I,220.0,18597.0,20.0,0.0,13.45,Tue,VF
1252,I,224.0,18654.0,20.0,0.0,13.433333333333334,Tue,VF
1253,I,217.0,23800.0,20.0,0.0,15.2,Tue,VF
1254,I,221.0,23801.0,20.0,0.0,15.166666666666666,Tue,VF
1255,I,225.0,23804.0,20.0,0.0,9.766666666666667,Tue,VF
1256,I,225.0,379.0,20.0,0.0,14.333333333333334,Tue,VF
1257,I,228.0,1398.0,20.0,0.0,17.6,Fri,VF
1258,I,2247.0,1872.0,20.0,0.0,11.85,Tue,VF
1259,I,218.0,4454.0,20.0,0.0,14.416666666666666,Tue,VF
1260,I,232.0,4478.0,20.0,0.0,18.016666666666666,Mon,VF
1261,I,223.0,4502.0,20.0,0.0,13.383333333333333,Tue,VF
1262,I,231.0,4520.0,20.0,0.0,11.45,Tue,VF
1263,I,219.0,9900.0,20.0,0.0,15.233333333333333,Tue,VF
1264,I,224.0,9899.0,20.0,0.0,9.833333333333334,Tue,VF
1265,I,221.0,9920.0,20.0,0.0,15.2,Tue,VF
1266,I,229.0,8602.0,20.0,0.0,18.166666666666668,Fri,VF
1267,I,224.0,8526.0,20.0,0.0,9.75,Mon,VF
1268,I,233.0,26350.0,20.0,0.0,12.85,Fri,F
1269,I,235.0,5923.0,20.0,0.0,11.216666666666667,Fri,VF
1270,I,231.0,9204.0,20.0,0.0,14.2,Tue,VF
1271,I,233.0,9371.0,20.0,0.0,16.583333333333332,Fri,VF
1272,I,228.0,11249.0,20.0,0.0,13.816666666666666,Tue,VF
1273,I,224.0,4448.0,200.0,0.0,17.783333333333335,Fri,F
1274,I,242.0,2975.0,20.0,0.0,18.066666666666666,Fri,VF
1275,I,237.0,3151.0,20.0,0.0,10.483333333333333,Fri,VF
1276,I,241.0,3473.0,20.0,0.0,15.7,Fri,VF
1277,I,229.0,5295.0,20.0,0.0,15.883333333333333,Fri,VF
1278,I,234.0,5548.0,20.0,0.0,7.933333333333334,Mon,VF
1279,I,235.0,6048.0,20.0,0.0,13.6,Wed,VF
1280,I,232.0,6095.0,20.0,0.0,8.216666666666667,Tue,VF
1281,I,231.0,6121.0,20.0,0.0,7.683333333333334,Tue,VF
1282,I,232.0,6152.0,20.0,0.0,11.866666666666667,Thu,VF
1283,I,236.0,6202.0,10.0,0.0,8.216666666666667,Mon,VF
1284,I,230.0,6227.0,10.0,0.0,18.2,Fri,VF
1285,I,237.0,6252.0,10.0,0.0,18.2,Fri,VF
1286,I,240.0,6272.0,10.0,0.0,17.65,Fri,VF
1287,I,238.0,6529.0,20.0,0.0,11.3,Fri,VF
1288,I,234.0,800.0,20.0,0.0,11.383333333333333,Fri,VF
1289,I,233.0,1222.0,20.0,0.0,10.216666666666667,Tue,VF
1290,I,238.0,8245.0,20.0,0.0,11.583333333333334,Mon,VF
1291,I,243.0,8402.0,20.0,0.0,14.983333333333333,Tue,VF
1292,I,232.0,10400.0,20.0,0.0,14.9,Tue,VF
1293,I,243.0,1074.0,20.0,0.0,19.333333333333332,Thu,VF
1294,I,245.0,6800.0,20.0,0.0,13.9,Wed,VF
1295,I,239.0,701.0,20.0,0.0,8.316666666666666,Thu,VF
1296,I,237.0,8903.0,20.0,0.0,12.533333333333333,Fri,VF
1297,I,2504.0,22096.0,20.0,0.0,12.133333333333333,Wed,F
1298,I,2502.0,8653.0,20.0,0.0,12.233333333333333,Tue,VF
1299,I,2504.0,8701.0,20.0,0.0,9.75,Wed,VF
1300,I,2515.0,8974.0,20.0,0.0,9.7,Wed,VF
1301,I,2511.0,9126.0,20.0,0.0,18.4,Tue,VF
1302,I,2502.0,9853.0,20.0,0.0,10.066666666666666,Wed,VF
1303,I,2511.0,11246.0,20.0,0.0,10.75,Wed,VF
1304,I,2509.0,9152.0,20.0,0.0,17.383333333333333,Tue,VF
1305,I,2524.0,1102.0,20.0,0.0,18.416666666666668,Mon,VF
1306,I,2512.0,13429.0,20.0,0.0,13.366666666666667,Tue,VF
1307,I,258.0,2847.0,20.0,0.0,11.216666666666667,Wed,VF
1308,I,253.0,2976.0,20.0,0.0,11.4,Wed,VF
1309,I,20.0,2754.0,20.0,0.0,13.35,Wed,VF
1310,I,26.0,422.0,20.0,0.0,11.883333333333333,Wed,VF
1311,I,28.0,453.0,20.0,0.0,11.833333333333334,Wed,VF
1312,I,278.0,10973.0,20.0,0.0,11.816666666666666,Wed,VF
1313,I,2720.0,3198.0,20.0,0.0,23.983333333333334,Wed,VF
1314,I,279.0,921.0,20.0,0.0,18.033333333333335,Tue,VF
1315,I,266.0,10851.0,20.0,0.0,13.95,Wed,VF
1316,I,280.0,4371.0,20.0,0.0,16.916666666666668,Fri,VF
1317,I,282.0,4422.0,20.0,0.0,16.9,Fri,VF
1318,I,277.0,4473.0,200.0,0.0,16.6,Wed,F
1319,I,286.0,8421.0,20.0,0.0,18.283333333333335,Mon,VF
1320,I,288.0,4475.0,200.0,0.0,17.6,Fri,F
1321,I,297.0,7720.0,20.0,0.0,18.616666666666667,Mon,VF
1322,I,23.0,54.0,20.0,0.0,10.166666666666666,Mon,VF
1323,I,25.0,102.0,20.0,0.0,11.65,Thu,VF
1324,I,296.0,5553.0,20.0,0.0,16.15,Tue,VF
1325,I,299.0,5554.0,20.0,0.0,16.35,Tue,VF
1326,I,302.0,700.0,20.0,0.0,15.666666666666666,Tue,VF
1327,I,297.0,11249.0,20.0,0.0,16.3,Wed,VF
1328,I,297.0,11297.0,20.0,0.0,16.116666666666667,Wed,VF
1329,I,301.0,4901.0,20.0,0.0,18.883333333333333,Tue,VF
1330,I,298.0,948.0,20.0,0.0,13.9,Wed,VF
1331,I,304.0,2171.0,20.0,0.0,12.266666666666667,Wed,VF
1332,I,311.0,8646.0,20.0,0.0,15.55,Fri,VF
1333,I,312.0,9295.0,20.0,0.0,16.066666666666666,Fri,VF
1334,I,309.0,925.0,20.0,0.0,18.883333333333333,Thu,VF
1335,I,312.0,12196.0,20.0,0.0,14.516666666666667,Fri,VF
1336,I,309.0,12246.0,20.0,0.0,14.65,Fri,VF
1337,I,308.0,674.0,20.0,0.0,13.4,Tue,VF
1338,I,317.0,3028.0,20.0,0.0,19.15,Thu,VF
1339,I,309.0,3048.0,20.0,0.0,19.133333333333333,Thu,VF
1340,I,3133.0,45420.0,20.0,0.0,15.916666666666666,Wed,F
1341,I,29.0,2926.0,20.0,0.0,15.916666666666666,Thu,VF
1342,I,24.0,4426.0,100.0,0.0,16.133333333333333,Tue,F
1343,I,38.0,4646.0,100.0,0.0,10.85,Tue,F
1344,I,36.0,4749.0,100.0,0.0,10.8,Tue,VF
1345,I,24.0,7053.0,100.0,0.0,15.75,Thu,F
1346,I,25.0,7148.0,100.0,0.0,15.8,Thu,F
1347,I,36.0,48.0,20.0,0.0,10.15,Mon,VF
1348,I,34.0,1278.0,100.0,0.0,8.866666666666667,Thu,VF
1349,I,31.0,1749.0,100.0,0.0,10.0,Thu,VF
1350,I,35.0,18004.0,100.0,0.0,10.533333333333333,Thu,F
1351,I,31.0,17999.0,100.0,0.0,17.75,Tue,F
1352,I,31.0,2304.0,100.0,0.0,10.283333333333333,Thu,VF
1353,I,37.0,2376.0,100.0,0.0,17.716666666666665,Tue,VF
1354,I,3254.0,5247.0,20.0,0.0,8.516666666666667,Mon,F
1355,I,334.0,851.0,20.0,0.0,13.766666666666667,Mon,VF
1356,I,39.0,2846.0,20.0,0.0,12.783333333333333,Wed,VF
1357,I,32.0,3424.0,100.0,0.0,16.1,Mon,VF
1358,I,37.0,3525.0,100.0,0.0,16.016666666666666,Mon,VF
1359,I,35.0,3797.0,100.0,0.0,15.783333333333333,Mon,VF
1360,I,39.0,3873.0,100.0,0.0,15.716666666666667,Mon,VF
1361,I,33.0,1321.0,20.0,0.0,12.45,Wed,VF
1362,I,327.0,7700.0,20.0,0.0,15.116666666666667,Fri,VF
1363,I,39.0,4098.0,20.0,0.0,14.666666666666666,Thu,VF
1364,I,29.0,4170.0,20.0,0.0,15.2,Thu,VF
1365,I,38.0,6695.0,20.0,0.0,17.316666666666666,Thu,VF
1366,I,38.0,6726.0,20.0,0.0,17.35,Thu,VF
1367,I,30.0,6771.0,20.0,0.0,17.3,Thu,VF
1368,I,35.0,6829.0,20.0,0.0,17.3,Thu,VF
1369,I,33.0,101.0,20.0,0.0,13.25,Thu,VF
1370,I,359.0,5949.0,20.0,0.0,19.366666666666667,Thu,VF
1371,I,361.0,5971.0,20.0,0.0,19.65,Thu,VF
1372,I,368.0,620.0,20.0,0.0,20.1,Thu,VF
1373,I,358.0,1397.0,20.0,0.0,20.683333333333334,Thu,VF
1374,I,3677.0,3600.0,20.0,0.0,11.766666666666667,Wed,F
1375,I,3681.0,3595.0,20.0,0.0,8.5,Tue,F
1376,I,373.0,1073.0,10.0,0.0,13.483333333333333,Wed,VF
1377,I,376.0,3476.0,20.0,0.0,10.15,Fri,VF
1378,I,364.0,6699.0,50.0,0.0,11.0,Fri,VF
1379,I,3733.0,1550.0,20.0,0.0,14.7,Wed,F
1380,I,378.0,5874.0,20.0,0.0,14.516666666666667,Tue,VF
1381,I,382.0,3151.0,20.0,0.0,13.766666666666667,Thu,VF
1382,I,387.0,3204.0,20.0,0.0,13.016666666666667,Mon,VF
1383,I,36.0,5401.0,20.0,0.0,11.55,Fri,VF
1384,I,33.0,5423.0,20.0,0.0,11.55,Fri,VF
1385,I,40.0,8729.0,20.0,0.0,14.55,Tue,VF
1386,I,44.0,8777.0,20.0,0.0,10.583333333333334,Tue,VF
1387,I,394.0,3051.0,20.0,0.0,11.85,Thu,VF
1388,I,405.0,779.0,20.0,0.0,11.35,Thu,VF
1389,I,411.0,8025.0,20.0,0.0,9.0,Tue,VF
1390,I,401.0,845.0,20.0,0.0,10.533333333333333,Thu,VF
1391,I,415.0,3576.0,20.0,0.0,2.466666666666667,Thu,VF
1392,I,411.0,3626.0,20.0,0.0,17.966666666666665,Fri,VF
1393,I,415.0,62.0,20.0,0.0,14.566666666666666,Thu,VF
1394,I,407.0,66.0,20.0,0.0,12.633333333333333,Thu,VF
1395,I,424.0,45628.0,20.0,0.0,11.016666666666667,Fri,F
1396,I,417.0,846.0,10.0,0.0,16.85,Thu,VF
1397,I,37.0,322.0,20.0,0.0,14.866666666666667,Thu,VF
1398,I,434.0,1027.0,20.0,0.0,14.916666666666666,Tue,VF
1399,I,45.0,4978.0,20.0,0.0,15.483333333333333,Tue,VF
1400,I,47.0,5529.0,20.0,0.0,11.45,Tue,VF
1401,I,39.0,6723.0,20.0,0.0,17.116666666666667,Thu,VF
1402,I,44.0,6752.0,20.0,0.0,17.066666666666666,Thu,VF
1403,I,49.0,6754.0,20.0,0.0,16.883333333333333,Thu,VF
1404,I,50.0,8672.0,20.0,0.0,14.233333333333333,Tue,VF
1405,I,51.0,78.0,20.0,0.0,14.5,Thu,VF
1406,I,49.0,17279.0,20.0,0.0,15.75,Tue,VF
1407,I,44.0,17328.0,20.0,0.0,13.983333333333333,Tue,VF
1408,I,37.0,17403.0,20.0,0.0,14.233333333333333,Wed,VF
1409,I,37.0,17729.0,20.0,0.0,11.966666666666667,Thu,VF
1410,I,4515.0,1352.0,20.0,0.0,16.6,Wed,F
1411,I,455.0,5852.0,20.0,0.0,14.666666666666666,Tue,VF
1412,I,459.0,5845.0,20.0,0.0,14.733333333333333,Tue,VF
1413,I,456.0,5927.0,20.0,0.0,13.9,Tue,VF
1414,I,458.0,5997.0,20.0,0.0,13.933333333333334,Tue,VF
1415,I,459.0,6002.0,20.0,0.0,13.933333333333334,Tue,VF
1416,I,465.0,490.0,20.0,0.0,11.0,Thu,VF
1417,I,455.0,1521.0,10.0,0.0,10.95,Thu,VF
1418,I,456.0,10297.0,20.0,0.0,1.8333333333333335,Fri,VF
1419,I,457.0,2552.0,20.0,0.0,19.316666666666666,Mon,VF
1420,I,465.0,3546.0,20.0,0.0,6.15,Fri,VF
1421,I,471.0,3853.0,20.0,0.0,16.8,Mon,VF
1422,I,457.0,3853.0,20.0,0.0,15.65,Wed,VF
1423,I,464.0,5104.0,20.0,0.0,14.25,Wed,VF
1424,I,469.0,5975.0,20.0,0.0,8.1,Wed,VF
1425,I,460.0,6150.0,20.0,0.0,19.633333333333333,Mon,VF
1426,I,47.0,7920.0,20.0,0.0,15.583333333333334,Fri,VF
1427,I,48.0,3852.0,20.0,0.0,17.433333333333334,Fri,VF
1428,I,44.0,4251.0,20.0,0.0,17.466666666666665,Fri,VF
1429,I,45.0,5145.0,20.0,0.0,10.466666666666667,Fri,VF
1430,I,49.0,5852.0,20.0,0.0,12.166666666666666,Fri,VF
1431,I,55.0,10147.0,20.0,0.0,17.4,Fri,VF
1432,I,54.0,12627.0,20.0,0.0,11.983333333333333,Fri,VF
1433,I,477.0,23302.0,20.0,0.0,11.666666666666666,Tue,VF
1434,I,485.0,3299.0,20.0,0.0,9.716666666666667,Mon,VF
1435,I,490.0,3328.0,20.0,0.0,13.583333333333334,Thu,VF
1436,I,489.0,950.0,10.0,0.0,8.25,Mon,VF
1437,I,490.0,947.0,10.0,0.0,8.633333333333333,Mon,VF
1438,I,54.0,323.0,20.0,0.0,12.866666666666667,Thu,VF
1439,I,4956.0,427.0,20.0,0.0,10.15,Thu,VF
1440,I,508.0,3651.0,20.0,0.0,13.9,Tue,VF
1441,I,514.0,16422.0,20.0,0.0,10.983333333333333,Fri,VF
1442,I,513.0,16415.0,20.0,0.0,10.833333333333334,Fri,VF
1443,I,51.0,2525.0,20.0,0.0,9.933333333333334,Fri,VF
1444,I,45.0,2571.0,20.0,0.0,10.75,Wed,VF
1445,I,57.0,2677.0,20.0,0.0,10.066666666666666,Fri,VF
1446,I,55.0,2752.0,20.0,0.0,16.166666666666668,Wed,VF
1447,I,44.0,3127.0,20.0,0.0,17.25,Tue,VF
1448,I,57.0,3395.0,20.0,0.0,16.35,Fri,VF
1449,I,56.0,3747.0,20.0,0.0,16.15,Fri,VF
1450,I,53.0,4101.0,20.0,0.0,16.733333333333334,Mon,VF
1451,I,43.0,4223.0,20.0,0.0,16.6,Fri,VF
1452,I,46.0,2421.0,20.0,0.0,10.3,Fri,VF
1453,I,45.0,2476.0,20.0,0.0,16.483333333333334,Wed,VF
1454,I,520.0,3623.0,20.0,0.0,10.25,Mon,VF
1455,I,59.0,4072.0,20.0,0.0,14.916666666666666,Mon,VF
1456,I,53.0,7997.0,20.0,0.0,13.6,Fri,VF
1457,I,534.0,6524.0,20.0,0.0,22.216666666666665,Mon,VF
1458,I,529.0,2971.0,20.0,0.0,11.883333333333333,Sun,VF
1459,I,534.0,2998.0,20.0,0.0,10.566666666666666,Wed,VF
1460,I,539.0,3599.0,20.0,0.0,15.783333333333333,Wed,VF
1461,I,537.0,4796.0,20.0,0.0,13.85,Tue,VF
1462,I,541.0,6450.0,20.0,0.0,7.65,Fri,VF
1463,I,532.0,7850.0,20.0,0.0,10.166666666666666,Fri,VF
1464,I,539.0,8020.0,20.0,0.0,14.783333333333333,Thu,VF
1465,I,58.0,46.0,20.0,0.0,18.266666666666666,Wed,VF
1466,I,50.0,8902.0,50.0,0.0,15.133333333333333,Tue,VF
1467,I,565.0,3296.0,20.0,0.0,11.6,Fri,VF
1468,I,566.0,3321.0,10.0,0.0,8.5,Fri,VF
1469,I,571.0,3325.0,20.0,0.0,10.066666666666666,Fri,VF
1470,I,575.0,3372.0,10.0,0.0,9.233333333333333,Fri,VF
1471,I,5816.0,12472.0,20.0,0.0,15.083333333333334,Fri,F
1472,I,5802.0,12471.0,20.0,0.0,14.2,Fri,F
1473,I,5814.0,25002.0,20.0,0.0,17.266666666666666,Fri,F
1474,I,583.0,3603.0,20.0,0.0,15.6,Mon,VF
1475,I,586.0,5624.0,20.0,0.0,14.5,Mon,VF
1476,I,57.0,15445.0,20.0,0.0,6.2,Mon,VF
1477,I,603.0,674.0,20.0,0.0,13.033333333333333,Fri,VF
1478,I,602.0,1220.0,20.0,0.0,15.033333333333333,Fri,VF
1479,I,65.0,6422.0,20.0,0.0,9.333333333333334,Wed,VF
1480,I,614.0,3527.0,20.0,0.0,10.25,Mon,VF
1481,I,66.0,2970.0,20.0,0.0,11.733333333333333,Wed,VF
1482,I,60.0,6798.0,20.0,0.0,13.4,Wed,VF
1483,I,61.0,3145.0,20.0,0.0,15.45,Thu,VF
1484,I,60.0,129.0,20.0,0.0,14.766666666666667,Thu,VF
1485,I,57.0,14179.0,20.0,0.0,9.8,Mon,VF
1486,I,67.0,14251.0,20.0,0.0,10.133333333333333,Mon,VF
1487,I,69.0,2729.0,20.0,0.0,15.616666666666667,Tue,VF
1488,I,683.0,1524.0,20.0,0.0,15.666666666666666,Wed,VF
1489,I,74.0,2945.0,20.0,0.0,20.65,Tue,VF
1490,I,79.0,12999.0,20.0,0.0,14.9,Thu,VF
1491,I,724.0,11320.0,100.0,0.0,13.266666666666667,Thu,F
1492,I,723.0,6576.0,20.0,0.0,8.85,Fri,VF
1493,I,79.0,246.0,20.0,0.0,17.4,Thu,VF
1494,I,70.0,6196.0,20.0,0.0,15.85,Wed,VF
1495,I,77.0,6548.0,20.0,0.0,16.8,Wed,VF
1496,I,737.0,10802.0,100.0,0.0,17.9,Thu,F
1497,I,75.0,3977.0,20.0,0.0,14.016666666666667,Mon,VF
1498,I,72.0,6176.0,20.0,0.0,16.483333333333334,Wed,VF
1499,I,734.0,10726.0,100.0,0.0,17.133333333333333,Thu,F
1500,I,74.0,3525.0,20.0,0.0,21.6,Wed,VF
1501,I,76.0,126.0,20.0,0.0,14.633333333333333,Thu,VF
1502,I,780.0,27853.0,20.0,0.0,13.866666666666667,Fri,F
1503,I,778.0,27847.0,20.0,0.0,17.883333333333333,Wed,F
1504,I,785.0,845.0,20.0,0.0,21.633333333333333,Tue,VF
1505,I,781.0,27849.0,20.0,0.0,14.266666666666667,Fri,F
1506,I,783.0,27847.0,20.0,0.0,14.216666666666667,Fri,F
1507,I,777.0,2198.0,20.0,0.0,16.4,Mon,VF
1508,I,776.0,2198.0,20.0,0.0,16.25,Mon,VF
1509,I,77.0,13300.0,20.0,0.0,14.116666666666667,Thu,VF
1510,I,74.0,16403.0,20.0,0.0,10.816666666666666,Tue,VF
1511,I,82.0,598.0,20.0,0.0,13.783333333333333,Tue,VF
1512,I,77.0,10854.0,20.0,0.0,9.416666666666666,Fri,VF
1513,I,77.0,1197.0,10.0,0.0,16.416666666666668,Thu,VF
1514,I,88.0,13504.0,20.0,0.0,14.966666666666667,Thu,VF
1515,I,75.0,8075.0,20.0,0.0,15.216666666666667,Mon,VF
1516,I,86.0,12996.0,20.0,0.0,14.216666666666667,Thu,VF
1517,I,81.0,13450.0,20.0,0.0,8.416666666666666,Fri,VF
1518,I,77.0,13479.0,20.0,0.0,8.616666666666667,Fri,VF
1519,I,92.0,13453.0,20.0,0.0,8.783333333333333,Fri,VF
1520,I,895.0,476.0,20.0,0.0,17.45,Tue,VF
1521,I,889.0,5223.0,20.0,0.0,17.483333333333334,Tue,VF
1522,I,891.0,7352.0,20.0,0.0,17.533333333333335,Tue,VF
1523,I,885.0,1401.0,20.0,0.0,17.6,Tue,VF
1524,I,920.0,53.0,10.0,0.0,14.116666666666667,Wed,VF
1525,I,90.0,5247.0,20.0,0.0,10.433333333333334,Tue,VF
