,QikProp_.stars,QikProp_.amine,QikProp_.acid,QikProp_.rotor,QikProp_.rctvFG,QikProp_CNS,QikProp_MW,QikProp_dipole,QikProp_SASA,QikProp_FOSA,QikProp_FISA,QikProp_PISA,QikProp_WPSA,QikProp_volume,QikProp_donorHB,QikProp_accptHB,QikProp_dip.2.V,QikProp_ACxDN..5.SA,QikProp_glob,QikProp_QPpolrz,QikProp_QPlogPC16,QikProp_QPlogPoct,QikProp_QPlogPw,QikProp_QPlogPo.w,QikProp_QPlogS,QikProp_QPlogHERG,QikProp_QPPCaco,QikProp_QPlogBB,QikProp_QPPMDCK,QikProp_QPlogKp,QikProp_IP.eV.,QikProp_EA.eV.,QikProp_.metabol,QikProp_QPlogKhsa,moeGao_Abra_L,moeGao_Abra_R,moeGao_Abra_acidity,moeGao_Abra_basicity,moeGao_Abra_pi,moe2D_BCUT_PEOE_0,moe2D_BCUT_PEOE_1,moe2D_BCUT_PEOE_2,moe2D_BCUT_PEOE_3,moe2D_BCUT_SLOGP_0,moe2D_BCUT_SLOGP_1,moe2D_BCUT_SLOGP_2,moe2D_BCUT_SLOGP_3,moe2D_BCUT_SMR_0,moe2D_BCUT_SMR_1,moe2D_BCUT_SMR_2,moe2D_BCUT_SMR_3,moe2D_GCUT_PEOE_0,moe2D_GCUT_PEOE_1,moe2D_GCUT_PEOE_2,moe2D_GCUT_PEOE_3,moe2D_GCUT_SLOGP_0,moe2D_GCUT_SLOGP_1,moe2D_GCUT_SLOGP_2,moe2D_GCUT_SLOGP_3,moe2D_GCUT_SMR_0,moe2D_GCUT_SMR_1,moe2D_GCUT_SMR_2,moe2D_GCUT_SMR_3,moe2D_Kier1,moe2D_Kier2,moe2D_Kier3,moe2D_KierA1,moe2D_KierA2,moe2D_KierA3,moe2D_KierFlex,moe2D_PEOE_PC.,moe2D_PEOE_PC..1,moe2D_PEOE_RPC.,moe2D_PEOE_RPC..1,moe2D_PEOE_VSA.0,moe2D_PEOE_VSA.1,moe2D_PEOE_VSA.2,moe2D_PEOE_VSA.3,moe2D_PEOE_VSA.4,moe2D_PEOE_VSA.5,moe2D_PEOE_VSA.6,moe2D_PEOE_VSA.0.1,moe2D_PEOE_VSA.1.1,moe2D_PEOE_VSA.2.1,moe2D_PEOE_VSA.3.1,moe2D_PEOE_VSA.4.1,moe2D_PEOE_VSA.5.1,moe2D_PEOE_VSA.6.1,moe2D_PEOE_VSA_FHYD,moe2D_PEOE_VSA_FNEG,moe2D_PEOE_VSA_FPNEG,moe2D_PEOE_VSA_FPOL,moe2D_PEOE_VSA_FPOS,moe2D_PEOE_VSA_FPPOS,moe2D_PEOE_VSA_HYD,moe2D_PEOE_VSA_NEG,moe2D_PEOE_VSA_PNEG,moe2D_PEOE_VSA_POL,moe2D_PEOE_VSA_POS,moe2D_PEOE_VSA_PPOS,moe2D_Q_PC.,moe2D_Q_PC..1,moe2D_Q_RPC.,moe2D_Q_RPC..1,moe2D_Q_VSA_FHYD,moe2D_Q_VSA_FNEG,moe2D_Q_VSA_FPNEG,moe2D_Q_VSA_FPOL,moe2D_Q_VSA_FPOS,moe2D_Q_VSA_FPPOS,moe2D_Q_VSA_HYD,moe2D_Q_VSA_NEG,moe2D_Q_VSA_PNEG,moe2D_Q_VSA_POL,moe2D_Q_VSA_POS,moe2D_Q_VSA_PPOS,moe2D_SMR,moe2D_SMR_VSA0,moe2D_SMR_VSA1,moe2D_SMR_VSA2,moe2D_SMR_VSA3,moe2D_SMR_VSA4,moe2D_SMR_VSA5,moe2D_SMR_VSA6,moe2D_SMR_VSA7,moe2D_SlogP,moe2D_SlogP_VSA0,moe2D_SlogP_VSA1,moe2D_SlogP_VSA2,moe2D_SlogP_VSA3,moe2D_SlogP_VSA4,moe2D_SlogP_VSA5,moe2D_SlogP_VSA6,moe2D_SlogP_VSA7,moe2D_SlogP_VSA8,moe2D_SlogP_VSA9,moe2D_TPSA,moe2D_VAdjEq,moe2D_VAdjMa,moe2D_VDistEq,moe2D_VDistMa,moe2D_Weight,moe2D_a_IC,moe2D_a_ICM,moe2D_a_acc,moe2D_a_aro,moe2D_a_count,moe2D_a_don,moe2D_a_heavy,moe2D_a_hyd,moe2D_a_nBr,moe2D_a_nC,moe2D_a_nCl,moe2D_a_nF,moe2D_a_nH,moe2D_a_nN,moe2D_a_nO,moe2D_a_nS,moe2D_apol,moe2D_b_1rotN,moe2D_b_1rotR,moe2D_b_ar,moe2D_b_count,moe2D_b_double,moe2D_b_heavy,moe2D_b_rotN,moe2D_b_rotR,moe2D_b_single,moe2D_b_triple,moe2D_balabanJ,moe2D_bpol,moe2D_chi0,moe2D_chi0_C,moe2D_chi0v,moe2D_chi0v_C,moe2D_chi1,moe2D_chi1_C,moe2D_chi1v,moe2D_chi1v_C,moeGao_chi2_C,moeGao_chi2v_C,moeGao_chi3c,moeGao_chi3c_C,moeGao_chi3cv,moeGao_chi3cv_C,moeGao_chi3p,moeGao_chi3p_C,moeGao_chi3pv,moeGao_chi3pv_C,moeGao_chi4c,moeGao_chi4c_C,moeGao_chi4ca,moeGao_chi4ca_C,moeGao_chi4cav,moeGao_chi4cav_C,moeGao_chi4cv,moeGao_chi4cv_C,moeGao_chi4pc,moeGao_chi4pc_C,moeGao_chi4pcv,moeGao_chi4pcv_C,moe2D_chiral,moe2D_density,moe2D_diameter,moe2D_kS_aaCH,moe2D_kS_aaN,moe2D_kS_aaNH,moe2D_kS_aaS,moe2D_kS_aaaC,moe2D_kS_aasC,moe2D_kS_aasN,moe2D_kS_dO,moe2D_kS_ddssS,moe2D_kS_dsCH,moe2D_kS_dssC,moe2D_kS_sBr,moe2D_kS_sCH3,moe2D_kS_sCl,moe2D_kS_sF,moe2D_kS_sNH2,moe2D_kS_sOH,moe2D_kS_ssCH2,moe2D_kS_ssNH,moe2D_kS_ssO,moe2D_kS_ssS,moe2D_kS_sssCH,moe2D_kS_sssN,moe2D_kS_ssssC,moe2D_kS_tNH,moe2D_kS_tsC,moe2D_lip_acc,moe2D_lip_don,moe2D_lip_violation,moe2D_logP.o.w.,moe2D_logS,moe2D_mr,moe2D_opr_brigid,moe2D_opr_nring,moe2D_opr_nrot,moe2D_opr_violation,moe2D_petitjean,moe2D_petitjeanSC,moe2D_radius,moe2D_reactive,moe2D_rings,moe2D_vdw_area,moe2D_vdw_vol,moe2D_vsa_acc,moe2D_vsa_don,moe2D_vsa_hyd,moe2D_vsa_other,moe2D_vsa_pol,moe2D_weinerPath,moe2D_weinerPol,moe2D_zagreb
258,0,0,0,2,0,-1,331.364,1.697,562.832,58.268,153.988,299.569,51.007,969.047,2.0,6.0,0.0029731,0.015076,0.8414264,34.204,10.563,17.884,12.708,2.39,-4.438,-7.066,387.262,-0.943,233.721,-3.11,9.509,1.262,1,0.091,7.373,1.6,0.386,-0.112,1.258,-2.324,-0.6222,0.6983,2.364,-2.572,-0.5381,0.8059,2.439,-1.972,-0.4999,0.8543,2.722,-0.8189,-0.3885,0.07985,2.493,-1.348,-0.3074,0.1645,2.601,-0.4677,-0.2042,0.1931,2.789,17.81,7.486,4.159,13.74,5.703,3.138,3.407,1.66,-1.66,0.1699,0.146,54.06,71.28,15.51,0.0,0.0,4.185,0.0,36.76,61.27,0.0,18.46,43.93,0.0,0.0,0.8425,0.5252,0.1438,0.1575,0.4748,0.0137,257.4,160.4,43.93,48.11,145.0,4.185,5.061,-5.061,0.2859,0.1932,0.6335,0.663,0.2262,0.3665,0.337,0.1403,193.5,202.5,69.09,111.9,102.9,42.86,8.539,48.17,33.4,1.551,2.757,39.99,201.2,0.0,6.641,2.923,31.29,66.61,6.641,0.0,2.757,1.551,0.0,185.1,0.0,39.76,77.98,0.4514,5.644,3.283,8.757,331.4,68.69,1.857,3,17,37,1,23,14,0,16,0,1,14,3,2,1,45.86,4,0.16,17,39,0,25,4,0.16,22,0,1.629,24.3,16.45,10.66,12.87,8.981,10.99,7.008,8.371,4.913,4.89,2.859,2.32,0.1667,0.7201,0.08333,8.196,3.436,3.609,1.666,0.2887,0.0,6.224,2.419,2.297,0.9723,0.02946,0.0,4.093,0.3536,1.25,0.1443,0,0.8187,11,5.387,0.2449,0.0,0.0,0.0,27.65,0.0,-3.104,28.2,0.0,0.0,0.0,0.0,0.0,0.197,15.88,0.0,7.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,2.171,-4.611,8.81,17,3,4,0,0.4545,0.8333,6,1,3,305.5,404.8,41.44,20.14,199.0,30.2,0.0,1201,35,122
259,2,0,0,1,0,0,434.355,9.66,645.292,85.119,85.807,225.635,248.731,1131.335,0.0,5.5,0.0824866,0.0,0.8137102,40.635,9.279,18.546,8.884,4.569,-6.682,-7.452,1960.276,-0.286,1401.671,-2.21,9.785,1.591,1,0.51,7.444,1.067,0.03,0.141,1.52,-2.419,-0.5516,0.6147,2.428,-2.435,-0.4558,0.7025,2.491,-2.046,-0.374,0.8221,2.788,-0.8875,-0.3668,0.03974,2.568,-0.8302,-0.2905,0.2602,2.68,-0.4662,-0.184,0.1873,2.846,23.66,8.501,5.627,18.69,6.654,4.375,4.287,2.839,-2.839,0.1534,0.1665,50.16,40.6,23.99,27.42,0.0,4.185,18.09,36.76,36.76,6.513,71.45,5.683,0.0,32.02,0.8304,0.535,0.1066,0.1696,0.465,0.06299,293.7,189.2,37.7,59.97,164.4,22.28,5.582,-5.582,0.2156,0.1164,0.5744,0.6703,0.356,0.4256,0.3297,0.06957,203.1,237.0,125.9,150.5,116.6,24.6,9.235,48.17,108.4,17.07,5.942,8.27,158.4,0.0,38.57,5.603,0.0,66.86,6.879,0.0,5.942,33.24,15.52,166.6,0.0,89.76,51.96,0.3797,5.954,3.443,9.447,434.4,82.07,2.002,3,17,41,0,29,21,0,18,0,6,12,2,2,1,49.73,3,0.09677,17,43,0,31,5,0.1613,26,0,1.735,30.11,21.61,11.83,15.4,10.2,13.27,6.585,9.805,4.681,4.56,2.725,5.137,0.311,1.194,0.1667,10.04,2.865,4.27,1.414,0.866,0.0,7.326,1.988,2.648,0.8228,0.07803,0.0,7.299,0.3995,1.838,0.1796,0,0.9527,12,-0.3333,0.0,0.0,0.0,18.23,4.538,0.0,0.0,96.56,0.0,0.0,0.0,0.0,0.0,-2.906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.71,0.0,0.0,4,0,0,4.745,-6.799,9.483,17,3,3,0,0.5,1.0,6,0,3,353.6,455.9,37.7,0.0,276.3,31.1,0.0,2199,47,160
260,0,0,0,2,0,0,344.486,6.035,612.246,301.808,75.584,189.196,45.658,1084.399,0.0,4.5,0.033583,0.0,0.8337421,37.766,10.43,15.242,7.287,4.176,-5.467,-6.362,2499.876,-0.231,1833.529,-2.054,8.455,0.469,3,0.577,12.13,2.924,0.03,0.341,2.608,-2.466,-0.6261,0.6382,2.579,-2.435,-0.504,0.7994,2.765,-2.216,-0.4246,0.8543,2.879,-0.8875,-0.398,0.04999,2.641,-0.8301,-0.2639,0.1645,2.798,-0.5231,-0.1848,0.1931,2.945,17.81,7.486,4.159,15.92,6.655,3.682,4.606,1.716,-1.716,0.1478,0.2755,67.08,34.12,12.8,20.72,0.0,4.185,0.0,104.7,24.51,26.27,0.0,0.0,0.0,32.02,0.8891,0.5744,0.09809,0.1109,0.4256,0.01282,290.2,187.5,32.02,36.2,138.9,4.185,3.174,-3.174,0.3793,0.2048,0.7579,0.4854,0.1586,0.2421,0.5146,0.08345,247.4,158.4,51.78,79.01,168.0,27.24,9.844,48.17,0.0,3.101,6.371,6.371,197.8,0.0,102.5,4.679,0.0,48.17,6.879,0.0,6.371,66.48,0.0,147.5,56.61,32.22,34.14,0.4514,5.644,3.428,8.728,344.5,62.18,1.446,2,12,43,0,23,20,0,19,0,0,20,0,2,2,54.18,4,0.16,12,45,1,25,4,0.16,32,0,1.542,30.62,16.45,13.24,15.01,11.74,10.99,8.082,10.77,6.1,6.666,4.388,2.32,0.6055,1.053,0.3434,8.301,5.802,5.313,3.351,0.2887,0.0,6.155,4.478,3.289,2.203,0.05103,0.0,4.181,1.826,2.027,0.9361,0,0.7546,13,3.97,0.0,0.0,0.0,0.0,-2.493,0.0,6.582,8.58,0.0,23.98,0.0,5.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,4.532,-5.868,9.847,17,3,4,0,0.4615,0.8571,7,0,3,326.4,456.5,32.02,0.0,273.6,6.513,0.0,1265,35,122
261,1,0,0,2,0,-2,357.814,8.33,595.189,83.441,164.416,275.034,72.297,1032.477,0.0,7.0,0.0672006,0.0,0.8300364,36.508,11.341,17.297,10.806,2.211,-4.968,-7.176,302.191,-1.082,177.71,-3.389,9.317,1.489,0,-0.24,9.371,1.87,0.03,0.442,2.236,-2.419,-0.63,0.7083,2.425,-2.435,-0.5381,0.8118,2.43,-2.046,-0.4999,0.8567,2.788,-0.8875,-0.4247,0.08575,2.474,-0.8302,-0.3439,0.1774,2.581,-0.4454,-0.2088,0.2462,2.779,18.78,7.709,4.411,14.73,5.978,3.393,3.669,2.098,-2.098,0.1209,0.2253,54.68,38.39,44.29,27.42,0.0,4.185,0.0,73.53,29.58,6.513,17.74,5.683,0.0,32.02,0.8746,0.4942,0.1129,0.1254,0.5058,0.01253,292.1,165.1,37.7,41.88,169.0,4.185,4.133,-4.133,0.2913,0.1573,0.6836,0.6308,0.2161,0.3164,0.3692,0.1003,228.3,210.7,72.19,105.7,123.3,33.51,9.217,48.17,49.74,1.551,19.36,11.77,158.4,0.0,77.72,3.494,0.0,66.86,6.879,47.66,2.757,33.24,0.0,170.1,0.0,39.15,75.75,0.4374,5.7,3.358,8.877,357.8,66.86,1.857,4,17,36,0,24,15,0,17,1,0,12,3,2,1,47.91,3,0.1154,17,38,0,26,4,0.1538,20,1,1.625,23.97,17.32,11.54,14.21,9.696,11.38,6.416,9.212,4.431,4.224,2.433,2.609,0.1667,1.031,0.08333,8.606,2.633,4.0,1.27,0.2887,0.0,6.376,1.713,2.456,0.6905,0.05103,0.0,4.501,0.2357,1.601,0.09623,0,0.8329,12,2.349,0.0,0.0,0.0,23.54,5.423,0.0,-2.631,28.68,0.0,0.0,0.0,3.922,13.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.859,12.0,5,0,0,3.09,-5.771,9.507,17,3,4,0,0.5,1.0,6,0,3,334.0,429.6,55.44,0.0,238.9,31.1,0.0,1362,37,128
262,2,0,0,2,0,-2,439.47,4.374,664.299,144.229,151.003,198.385,170.682,1173.076,2.0,6.5,0.0163068,0.0138377,0.8097525,41.403,11.487,21.209,12.849,3.739,-6.561,-7.317,415.759,-1.027,252.789,-3.412,8.822,1.478,2,0.547,10.54,2.429,0.386,-0.015,2.129,-2.572,-0.5753,0.6754,2.534,-2.572,-0.4482,0.769,2.632,-2.29,-0.3935,0.8742,2.84,-0.8159,-0.3894,0.04965,2.641,-1.348,-0.3252,0.193,2.758,-0.5126,-0.1794,0.2461,2.934,22.2,8.501,4.924,18.93,7.205,4.155,4.703,1.981,-1.981,0.2201,0.1195,83.84,47.52,0.0,6.7,0.0,4.185,9.046,91.56,12.25,19.76,54.19,32.02,0.0,0.0,0.8747,0.581,0.08867,0.1253,0.419,0.03664,315.8,209.8,32.02,45.25,151.3,13.23,5.916,-5.916,0.2446,0.1653,0.5576,0.6198,0.312,0.4424,0.3802,0.1304,201.3,223.8,112.7,159.7,137.3,47.07,10.45,48.17,63.32,10.86,5.942,39.99,178.9,17.23,38.86,4.327,31.29,66.61,6.641,17.23,5.942,21.97,7.76,149.8,18.87,77.1,77.98,0.3883,6.0,3.478,9.441,439.5,88.91,1.976,3,17,45,1,29,20,0,19,0,3,16,3,2,2,56.48,3,0.09375,17,48,0,32,4,0.125,31,0,1.455,31.18,20.81,12.32,16.61,10.74,13.63,7.946,11.23,5.99,5.619,3.639,3.96,0.3333,1.106,0.1854,10.68,3.955,6.048,2.17,0.5774,0.0,8.221,2.881,4.251,1.364,0.04296,0.0,6.377,0.6639,2.127,0.32,0,0.8918,13,49.14,1.435,0.0,0.0,4.824,20.1,0.0,0.0,0.7655,0.0,0.0,0.0,0.0,0.0,28.49,0.0,0.0,5.663,0.0,0.0,0.0,0.0,0.0,1.253,0.0,0.0,5,1,0,3.796,-6.777,10.74,22,4,3,0,0.4615,0.8571,7,0,4,361.1,492.8,41.44,20.14,253.2,30.2,0.0,2213,48,162
263,0,0,0,1,0,0,346.831,7.606,592.303,178.016,89.005,252.986,72.297,1030.472,0.0,5.5,0.0561449,0.0,0.8330005,36.859,10.642,16.092,8.884,3.356,-4.85,-6.8,1816.694,-0.277,1288.714,-2.173,8.946,1.19,1,0.195,8.628,1.726,0.03,0.318,1.737,-2.419,-0.6047,0.6531,2.425,-2.435,-0.4916,0.8059,2.438,-2.046,-0.4118,0.8543,2.788,-0.8875,-0.385,0.06047,2.507,-0.8302,-0.2932,0.1645,2.621,-0.4802,-0.1874,0.2088,2.811,17.81,7.087,4.159,14.8,5.838,3.403,3.758,1.946,-1.946,0.1304,0.2429,67.48,45.09,23.99,20.72,0.0,4.185,0.0,92.28,29.58,6.513,0.0,5.683,0.0,32.02,0.8721,0.507,0.1151,0.1279,0.493,0.01278,285.7,166.1,37.7,41.88,161.5,4.185,3.576,-3.576,0.3366,0.1818,0.8139,0.5891,0.1662,0.1861,0.4109,0.01988,266.6,193.0,54.45,60.96,134.6,6.513,9.22,48.17,18.68,1.551,2.757,11.77,158.4,0.0,111.0,3.931,0.0,66.86,6.879,0.0,2.757,33.24,0.0,170.1,0.0,72.47,51.96,0.4514,5.644,3.342,8.745,346.8,67.33,1.772,3,17,38,0,23,15,0,17,1,0,15,2,2,1,48.81,3,0.12,17,40,0,25,3,0.12,23,0,1.603,26.59,16.61,11.83,14.27,10.2,10.84,6.585,9.238,4.681,4.344,2.577,2.693,0.1667,1.096,0.08333,8.167,2.633,4.006,1.27,0.2887,0.0,6.202,1.713,2.519,0.6905,0.05103,0.0,4.395,0.2357,1.633,0.09623,0,0.8092,12,2.819,0.0,0.0,0.0,24.42,5.617,0.0,-2.577,28.65,0.0,0.0,0.0,8.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,3.728,-5.581,9.374,17,3,3,0,0.5,1.0,6,0,3,327.5,428.6,37.7,0.0,248.1,31.1,0.0,1219,35,124
264,3,0,0,1,0,0,408.901,7.096,676.628,83.443,83.212,437.676,72.296,1200.271,0.0,5.5,0.0419518,0.0,0.8072375,45.419,13.512,19.113,10.365,4.73,-6.471,-7.57,2085.042,-0.274,1500.533,-1.415,8.771,1.243,0,0.725,10.03,1.99,0.03,0.366,1.961,-2.419,-0.63,0.7083,2.425,-2.435,-0.5381,0.8094,2.442,-2.046,-0.4999,0.8553,2.788,-0.8875,-0.3889,0.08053,2.586,-0.8302,-0.2781,0.1645,2.719,-0.4454,-0.2089,0.2214,2.9,21.24,9.013,5.024,16.68,7.011,3.881,4.177,2.209,-2.209,0.1149,0.214,56.89,66.41,23.99,20.72,0.0,4.185,0.0,73.53,90.86,6.513,0.0,5.683,0.0,32.02,0.89,0.5478,0.099,0.11,0.4522,0.01099,338.9,208.6,37.7,41.88,172.2,4.185,4.326,-4.326,0.2783,0.1503,0.8399,0.6676,0.143,0.1601,0.3324,0.0171,319.8,254.2,54.45,60.96,126.6,6.513,11.29,48.17,18.68,1.551,0.0,17.71,246.6,0.0,77.72,5.29,0.0,66.86,6.879,0.0,0.0,33.24,0.0,264.3,0.0,39.15,51.96,0.3989,5.954,3.45,9.34,408.9,75.54,1.679,3,23,45,0,28,20,0,22,1,0,17,2,2,1,58.94,4,0.129,23,48,0,31,4,0.129,25,0,1.431,28.78,19.73,14.94,16.65,12.58,13.41,9.157,10.9,6.342,6.569,3.799,2.738,0.3333,1.114,0.1667,10.28,4.616,4.955,2.21,0.2887,0.0,7.962,3.082,3.15,1.225,0.05103,0.0,4.961,0.5893,1.828,0.2406,0,0.7877,12,4.978,0.0,0.0,0.0,40.18,6.035,0.0,0.0,0.0,0.0,0.0,0.0,0.1246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,5.39,-7.663,11.42,23,4,4,0,0.5,1.0,6,0,4,380.8,519.1,37.7,0.0,299.9,31.1,0.0,2044,44,152
265,2,0,0,4,0,0,395.275,4.509,610.752,83.437,74.652,276.697,175.967,1072.861,0.0,4.0,0.0189539,0.0,0.829842,36.856,11.281,15.153,6.981,4.847,-5.976,-7.179,2555.915,-0.391,1878.981,-1.537,9.324,0.995,0,0.575,9.301,1.825,0.03,0.219,1.87,-2.42,-0.6361,0.6747,2.424,-2.434,-0.4883,0.8364,2.502,-2.046,-0.4687,0.8543,2.789,-0.8875,-0.4207,0.06098,2.526,-0.8301,-0.2639,0.2114,2.714,-0.4453,-0.1938,0.23,2.852,19.75,7.935,4.646,17.44,6.97,4.064,4.863,1.8,-1.8,0.1409,0.2626,24.51,51.69,21.82,20.72,0.0,4.185,0.0,82.36,83.67,6.513,0.0,11.91,0.0,32.02,0.8583,0.6378,0.1294,0.1417,0.3622,0.01233,291.3,216.5,43.93,48.11,122.9,4.185,3.353,-3.353,0.359,0.1939,0.8865,0.6771,0.09433,0.1135,0.3229,0.01919,300.9,229.8,32.02,38.53,109.6,6.513,10.17,48.17,14.96,1.551,0.0,28.86,176.4,0.0,116.9,6.194,0.0,48.17,6.879,0.0,0.0,33.24,0.0,205.3,0.0,93.26,34.14,0.4243,5.755,3.352,9.004,395.3,66.6,1.753,2,18,38,0,25,22,0,19,2,1,13,0,2,1,51.53,3,0.1111,18,40,0,27,3,0.1111,22,0,1.668,22.73,18.19,12.69,15.46,10.77,11.75,8.232,9.957,5.797,6.677,3.982,2.876,0.6055,1.206,0.311,9.077,5.71,4.813,2.865,0.2887,0.0,6.884,4.702,3.021,1.994,0.05103,0.0,5.138,1.791,2.214,0.7663,0,0.8642,12,2.715,0.0,0.0,0.0,24.6,0.0,0.0,-2.688,28.72,0.0,0.0,0.0,3.894,28.05,16.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,6.431,-8.142,10.14,18,3,3,1,0.5,1.0,6,0,3,339.4,457.4,32.02,0.0,291.6,6.513,0.0,1488,41,134
266,0,0,0,1,0,0,347.379,7.088,602.27,158.051,75.592,279.557,89.07,1035.931,0.0,4.0,0.0484963,0.0,0.8221054,37.332,9.775,15.365,7.467,4.33,-5.895,-7.057,2499.408,-0.17,1833.15,-1.832,8.971,1.115,1,0.604,8.462,1.46,0.03,0.607,1.846,-2.419,-0.6402,0.6995,2.425,-2.434,-0.5071,0.8324,2.472,-2.045,-0.4884,0.8563,2.789,-0.8875,-0.434,0.07739,2.554,-0.8301,-0.2747,0.1875,2.69,-0.4808,-0.2069,0.195,2.858,18.78,7.319,4.066,14.62,5.631,3.102,3.431,2.03,-2.03,0.1249,0.2329,62.96,45.09,12.8,38.77,0.0,4.185,0.0,94.49,0.0,6.513,0.0,23.82,0.0,32.02,0.8128,0.4891,0.1741,0.1872,0.5109,0.01305,260.6,156.8,55.83,60.02,163.8,4.185,3.598,-3.598,0.3346,0.1806,0.838,0.5939,0.1416,0.162,0.4061,0.02031,268.7,190.4,45.42,51.93,130.2,6.513,9.026,48.17,31.82,1.551,2.757,26.94,158.8,0.0,71.9,4.677,0.0,50.07,6.879,0.0,2.757,33.24,0.0,185.7,0.0,63.25,39.07,0.4374,5.7,3.361,8.872,347.4,68.47,1.756,2,17,39,0,24,17,0,18,0,2,15,1,2,1,48.4,3,0.1154,17,41,0,26,3,0.1154,24,0,1.634,27.26,17.48,12.41,13.94,10.7,11.27,7.326,9.106,5.22,4.998,2.988,2.798,0.1667,1.022,0.08333,8.892,3.445,4.098,1.72,0.2887,0.0,6.594,2.329,2.612,0.9737,0.05103,0.0,5.2,0.3536,1.743,0.1443,0,0.8117,12,-1.087,0.0,0.0,0.0,0.0,2.375,23.08,-2.629,0.0,0.0,0.0,0.0,28.66,0.0,32.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,4.604,-4.985,9.144,17,3,3,0,0.5,1.0,6,0,3,320.6,428.0,32.02,0.0,251.3,26.61,0.0,1350,39,130
267,1,0,0,2,0,0,430.828,8.279,638.133,162.602,85.775,193.027,196.729,1131.398,0.0,6.25,0.0605797,0.0,0.8228691,39.684,10.356,18.008,9.218,3.985,-5.756,-7.028,1961.762,-0.348,1402.845,-2.228,9.142,1.493,1,0.266,8.605,1.468,0.03,0.253,1.64,-2.419,-0.5947,0.5938,2.428,-2.435,-0.4443,0.7545,2.471,-2.046,-0.3029,0.8388,2.788,-0.8875,-0.4092,0.00655,2.557,-0.8867,-0.3169,0.2233,2.677,-0.4834,-0.1695,0.2011,2.846,22.68,8.626,5.202,19.12,7.224,4.336,4.934,2.677,-2.677,0.1627,0.1766,75.16,59.9,23.99,27.42,0.0,4.185,9.046,61.27,29.58,6.513,35.73,5.683,0.0,34.52,0.8567,0.4646,0.1078,0.1433,0.5354,0.03547,319.6,173.3,40.2,53.43,199.7,13.23,4.808,-4.808,0.2504,0.1352,0.6428,0.5869,0.2485,0.3572,0.4131,0.1087,239.8,218.9,92.67,133.2,154.1,40.56,9.913,48.17,74.56,9.31,8.0,11.77,140.7,0.0,113.1,4.961,11.0,66.86,6.879,0.0,2.757,68.63,7.76,152.5,0.0,89.27,61.19,0.3898,5.907,3.422,9.344,430.8,86.61,2.062,4,17,42,0,28,18,0,18,1,3,14,2,3,1,52.37,4,0.1333,17,44,0,30,5,0.1667,27,0,1.72,31.03,20.69,12.2,16.23,10.62,13.0,6.13,10.08,4.348,3.981,2.366,4.029,0.1667,1.199,0.08333,10.02,2.459,4.543,1.209,0.5774,0.0,7.332,1.577,2.807,0.6506,0.06453,0.0,6.503,0.2141,1.975,0.08978,0,0.9106,12,4.755,0.0,0.0,0.0,18.21,0.671,0.0,13.87,0.0,0.0,0.0,0.0,-5.684,0.0,-2.816,0.0,0.0,0.0,0.0,5.787,0.0,0.0,0.0,28.78,0.0,0.0,5,0,0,4.356,-6.527,10.16,17,3,4,0,0.5,1.0,6,0,3,373.0,473.1,40.2,0.0,283.3,39.56,0.0,2007,46,152
