,EngDispl,NumCyl,Transmission,FE,AirAspirationMethod,NumGears,TransLockup,TransCreeperGear,DriveDesc,IntakeValvePerCyl,ExhaustValvesPerCyl,CarlineClassDesc,VarValveTiming,VarValveLift
1294,3.5,6,M6,37.9628,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1295,3.5,6,AVS6,38.0169,NaturallyAspirated,1,1.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1296,3.8,6,AM6,29.0307,Turbocharged,6,1.0,0.0,AllWheelDrive,2,2,SubcompactCars,1.0,0.0
1297,2.2,4,M5,51.9,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1298,2.2,4,A4,46.8,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1299,2.2,4,A4,46.8,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1300,2.2,4,M5,51.9,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1301,2.2,4,M5,51.9,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1302,4.6,8,A5,29.14,Supercharged,5,1.0,0.0,TwoWheelDriveRear,2,1,SubcompactCars,1.0,0.0
1303,4.6,8,M5,31.61,Supercharged,5,0.0,0.0,TwoWheelDriveRear,2,1,SubcompactCars,1.0,0.0
1304,2.0,4,M6,41.2,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,0.0,0.0
1305,2.0,4,S5,37.5,Turbocharged,5,1.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,0.0,0.0
1306,1.6,4,M5,48.9,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1307,1.6,4,A4,42.1,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1308,2.4,4,A4,40.2,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1309,2.4,4,M5,38.2,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1310,1.8,4,A4,47.2,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1311,1.8,4,M5,46.9,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1312,1.5,4,A4,48.8622,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1313,1.5,4,M5,50.6725,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1314,2.0,4,M6,41.521,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1315,2.0,4,S6,41.3156,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1316,2.5,5,S6,40.8,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1317,2.5,5,M5,39.3753,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1318,2.5,5,S5,38.4,Turbocharged,5,1.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1319,2.5,5,M6,38.6,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1320,2.4,4,M6,39.3,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1321,2.4,4,S5,42.3,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1322,3.5,6,S5,37.6,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,1.0
1323,2.0,4,AV,42.7743,Turbocharged,1,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,1.0
1324,2.0,4,S6,37.7989,Turbocharged,6,1.0,0.0,AllWheelDrive,2,2,CompactCars,1.0,1.0
1325,2.0,4,M6,42.575,Turbocharged,6,1.0,0.0,AllWheelDrive,2,2,CompactCars,1.0,1.0
1326,3.0,6,M6,34.1,Supercharged,6,0.0,0.0,AllWheelDrive,2,2,CompactCars,1.0,0.0
1327,3.0,6,S7,35.0,Supercharged,7,0.0,0.0,AllWheelDrive,2,2,CompactCars,1.0,0.0
1328,6.8,8,A6,21.006,Turbocharged,6,0.0,0.0,TwoWheelDriveRear,1,1,CompactCars,0.0,0.0
1329,6.8,8,A6,21.006,Turbocharged,6,0.0,0.0,TwoWheelDriveRear,1,1,CompactCars,0.0,0.0
1330,6.0,12,S6,23.8,Turbocharged,6,1.0,0.0,AllWheelDrive,2,2,CompactCars,1.0,0.0
1331,3.0,6,S6,39.7103,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,CompactCars,1.0,1.0
1332,3.0,6,M6,38.7896,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,CompactCars,1.0,1.0
1333,3.0,6,S6,35.5404,NaturallyAspirated,6,1.0,0.0,AllWheelDrive,2,2,CompactCars,1.0,1.0
1334,3.0,6,M6,35.4606,NaturallyAspirated,6,0.0,0.0,AllWheelDrive,2,2,CompactCars,1.0,1.0
1335,3.0,6,S6,51.1,Turbocharged,6,1.0,0.0,TwoWheelDriveRear,2,2,CompactCars,0.0,0.0
1336,3.0,6,S6,36.1548,Turbocharged,6,1.0,0.0,TwoWheelDriveRear,2,2,CompactCars,1.0,0.0
1337,3.0,6,M6,35.7081,Turbocharged,6,0.0,0.0,TwoWheelDriveRear,2,2,CompactCars,1.0,0.0
1338,3.0,6,S6,34.7288,Turbocharged,6,1.0,0.0,AllWheelDrive,2,2,CompactCars,1.0,0.0
1339,3.0,6,M6,34.2853,Turbocharged,6,1.0,0.0,AllWheelDrive,2,2,CompactCars,1.0,0.0
1340,4.0,8,M6,28.4,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,CompactCars,1.0,0.0
1341,4.0,8,S7,27.9711,NaturallyAspirated,7,1.0,0.0,TwoWheelDriveRear,2,2,CompactCars,1.0,0.0
1342,1.6,4,A4,47.9,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1343,1.6,4,M5,48.9,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1344,3.6,6,M6,40.4,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,CompactCars,1.0,0.0
1345,3.6,6,S6,40.0,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,CompactCars,1.0,0.0
1346,6.2,8,M6,33.8,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,1,1,CompactCars,0.0,0.0
1347,6.2,8,S6,35.2,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,1,1,CompactCars,1.0,0.0
1348,2.2,4,M5,51.9,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1349,2.2,4,A4,46.8,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1350,2.2,4,M5,51.9,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1351,2.4,4,A4,40.1,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1352,2.7,6,A4,36.5,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,0.0,0.0
1353,3.5,6,A6,37.6,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,0.0,0.0
1354,3.5,6,A5,34.7,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveRear,2,2,CompactCars,0.0,0.0
1355,5.7,8,A5,34.5,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveRear,1,1,CompactCars,1.0,0.0
1356,5.7,8,M6,33.6,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,1,1,CompactCars,1.0,0.0
1357,6.1,8,M6,30.1,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,1,1,CompactCars,0.0,0.0
1358,6.1,8,A5,26.0,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveRear,1,1,CompactCars,0.0,0.0
1359,2.0,4,A4,47.3278,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,0.0,0.0
1360,2.0,4,M5,49.3,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,0.0,0.0
1361,2.4,4,M5,43.5,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,1.0
1362,2.4,4,A5,43.3,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,1.0
1363,3.5,6,M6,35.5,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,1.0
1364,3.5,6,A5,39.9,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,1.0
1365,1.3,4,AV,65.0,NaturallyAspirated,1,1.0,0.0,TwoWheelDriveFront,1,1,CompactCars,1.0,1.0
1366,1.3,4,Other,62.2674,NaturallyAspirated,1,1.0,0.0,TwoWheelDriveFront,1,1,CompactCars,1.0,1.0
1367,1.3,4,AV,61.2,NaturallyAspirated,1,1.0,0.0,TwoWheelDriveFront,1,1,CompactCars,1.0,1.0
1368,1.6,4,A4,50.4,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1369,1.6,4,M5,48.2,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1370,1.6,4,M5,50.8205,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1371,2.0,4,A4,47.2964,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1372,2.0,4,A5,50.9,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1373,2.0,4,M5,47.4,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1374,2.4,4,A5,44.344,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1375,2.4,4,M6,44.6,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1376,1.6,4,A4,50.2669,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1377,1.6,4,M5,48.3188,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1378,3.5,6,AVS6,35.3494,NaturallyAspirated,1,0.0,0.0,TwoWheelDriveRear,2,2,CompactCars,1.0,0.0
1379,2.4,4,AV,47.4081,NaturallyAspirated,1,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1380,2.0,4,S5,46.624,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1381,2.0,4,M5,46.4387,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1382,2.5,4,M6,40.1876,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1383,2.5,4,S5,40.8873,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1384,3.0,6,M6,35.8,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,CompactCars,1.0,0.0
1385,3.0,6,A7,35.7311,NaturallyAspirated,7,1.0,0.0,TwoWheelDriveRear,2,2,CompactCars,1.0,0.0
1386,3.5,6,A7,35.9,NaturallyAspirated,7,1.0,0.0,TwoWheelDriveRear,2,2,CompactCars,1.0,0.0
1387,3.0,6,A7,34.9,NaturallyAspirated,7,1.0,0.0,FourWheelDrive,2,2,CompactCars,1.0,0.0
1388,3.5,6,A7,33.9,NaturallyAspirated,7,1.0,0.0,FourWheelDrive,2,2,CompactCars,1.0,0.0
1389,3.5,6,A7,34.6,NaturallyAspirated,7,1.0,0.0,TwoWheelDriveRear,2,2,CompactCars,1.0,0.0
1390,6.3,8,A7,26.6722,NaturallyAspirated,7,1.0,0.0,TwoWheelDriveRear,2,2,CompactCars,1.0,0.0
1391,5.5,8,A7,29.2,NaturallyAspirated,7,1.0,0.0,FourWheelDrive,2,2,CompactCars,1.0,0.0
1392,5.5,12,A5,23.9,Turbocharged,5,1.0,0.0,TwoWheelDriveRear,2,1,CompactCars,1.0,0.0
1393,6.3,8,A7,24.7,NaturallyAspirated,7,1.0,0.0,TwoWheelDriveRear,2,2,CompactCars,1.0,0.0
1394,6.0,12,A5,23.4,Turbocharged,5,1.0,0.0,TwoWheelDriveRear,2,1,CompactCars,1.0,0.0
1395,5.5,8,A7,29.0,NaturallyAspirated,7,1.0,0.0,TwoWheelDriveRear,2,2,CompactCars,1.0,0.0
1396,6.3,8,A7,24.8202,NaturallyAspirated,7,1.0,0.0,TwoWheelDriveRear,2,2,CompactCars,1.0,0.0
1397,2.0,4,M5,42.9363,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1398,2.0,4,AVS6,42.4579,NaturallyAspirated,1,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1399,2.0,4,AM6,34.9,Turbocharged,6,1.0,0.0,AllWheelDrive,2,2,CompactCars,1.0,0.0
1400,2.4,4,M5,38.8769,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1401,2.4,4,AVS6,40.3706,NaturallyAspirated,1,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1402,2.0,4,M5,30.6,Turbocharged,5,0.0,0.0,AllWheelDrive,2,2,CompactCars,1.0,0.0
1403,2.0,4,AM6,31.1,Turbocharged,6,1.0,0.0,AllWheelDrive,2,2,CompactCars,1.0,0.0
1404,1.6,4,A4,47.9,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1405,1.6,4,M5,48.9,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1406,2.4,4,A4,42.8,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1407,2.4,4,S6,46.9,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1408,2.4,4,A4,42.6,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1409,2.4,4,S6,46.8,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1410,3.5,6,A4,40.3,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,1,1,CompactCars,1.0,0.0
1411,3.5,6,A4,41.2,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,1,1,CompactCars,1.0,0.0
1412,3.6,6,S6,35.6,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1413,3.6,6,S4,31.0,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1414,6.7,12,S6,24.2,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,CompactCars,1.0,0.0
1415,6.7,12,S6,24.2,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,CompactCars,1.0,0.0
1416,2.0,4,S5,37.1,Turbocharged,5,1.0,0.0,AllWheelDrive,2,2,CompactCars,0.0,0.0
1417,2.0,4,M6,41.1132,Turbocharged,6,0.0,0.0,AllWheelDrive,2,2,CompactCars,0.0,0.0
1418,2.0,4,S6,38.4627,Turbocharged,6,1.0,0.0,AllWheelDrive,2,2,CompactCars,0.0,0.0
1419,2.0,4,M6,43.1,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,0.0,0.0
1420,2.0,4,S5,38.4997,Turbocharged,5,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,0.0,0.0
1421,2.5,4,M5,37.071,NaturallyAspirated,5,0.0,0.0,AllWheelDrive,2,2,CompactCars,0.0,1.0
1422,2.5,4,S4,35.9226,NaturallyAspirated,4,1.0,0.0,AllWheelDrive,2,2,CompactCars,0.0,1.0
1423,2.5,4,M5,34.1435,Turbocharged,5,0.0,0.0,AllWheelDrive,2,2,CompactCars,1.0,0.0
1424,2.5,4,S4,32.9103,Turbocharged,4,1.0,0.0,AllWheelDrive,2,2,CompactCars,1.0,0.0
1425,2.4,4,AV,42.3947,NaturallyAspirated,1,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1426,2.4,4,M6,41.3959,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1427,2.4,4,AV,40.8321,NaturallyAspirated,1,0.0,0.0,AllWheelDrive,2,2,CompactCars,1.0,0.0
1428,2.4,4,AV,44.0818,NaturallyAspirated,1,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1429,2.4,4,M6,43.0035,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1430,2.4,4,AV,41.5858,NaturallyAspirated,1,0.0,0.0,AllWheelDrive,2,2,CompactCars,1.0,0.0
1431,2.0,4,M6,46.3629,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1432,2.0,4,AV,45.1901,NaturallyAspirated,1,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1433,2.0,4,M6,44.708,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1434,2.0,4,AV,41.5661,NaturallyAspirated,1,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1435,1.8,4,A4,48.4,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1436,1.8,4,M5,50.0,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1437,2.4,4,M5,42.2,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1438,2.4,4,S5,42.6,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1439,2.0,4,S6,42.0,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1440,2.0,4,M6,41.521,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1441,3.6,6,S6,35.1,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1442,3.6,6,S6,33.5,NaturallyAspirated,6,0.0,0.0,AllWheelDrive,2,2,CompactCars,1.0,0.0
1443,2.0,4,S6,60.1,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,0.0,0.0
1444,2.0,4,M6,58.535,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,0.0,0.0
1445,2.5,5,M5,39.6147,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1446,2.5,5,S6,40.2409,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1447,2.0,4,S6,43.5414,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1448,2.0,4,M6,41.521,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1449,2.0,4,S6,43.5414,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1450,2.0,4,M6,41.521,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1451,2.0,4,S6,60.1,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,0.0,0.0
1452,2.0,4,M6,58.535,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,0.0,0.0
1453,2.5,5,M5,39.5714,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1454,2.5,5,S6,40.0169,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1455,2.4,5,S5,39.348,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1456,2.4,5,M5,39.3,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1457,2.5,5,S5,40.6,Turbocharged,5,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1458,2.5,5,M6,40.4,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1459,2.5,5,S5,37.8,Turbocharged,5,1.0,0.0,AllWheelDrive,2,2,CompactCars,1.0,0.0
1460,2.5,5,M6,37.8,Turbocharged,6,0.0,0.0,AllWheelDrive,2,2,CompactCars,1.0,0.0
1461,2.4,5,S5,39.348,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1462,2.4,5,M5,39.3,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1463,2.5,5,S5,40.6,Turbocharged,5,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1464,2.5,5,M6,40.4,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
1465,3.7,6,S5,30.9,NaturallyAspirated,5,1.0,0.0,AllWheelDrive,2,2,MidsizeCars,1.0,1.0
1466,3.5,6,S5,36.8,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveFront,2,2,MidsizeCars,1.0,1.0
1467,3.7,6,S5,34.3,NaturallyAspirated,5,1.0,0.0,AllWheelDrive,2,2,MidsizeCars,1.0,1.0
1468,3.7,6,M6,34.4,NaturallyAspirated,6,0.0,0.0,AllWheelDrive,2,2,MidsizeCars,1.0,1.0
1469,3.2,6,AV,38.9,NaturallyAspirated,1,0.0,0.0,TwoWheelDriveFront,2,2,MidsizeCars,1.0,1.0
1470,3.0,6,S6,34.7286,Supercharged,6,1.0,0.0,AllWheelDrive,2,2,MidsizeCars,1.0,0.0
1471,4.2,8,S6,31.5002,NaturallyAspirated,6,1.0,0.0,AllWheelDrive,2,2,MidsizeCars,1.0,0.0
1472,4.2,8,S6,31.5002,NaturallyAspirated,6,1.0,0.0,AllWheelDrive,2,2,MidsizeCars,1.0,0.0
1473,5.2,10,S6,26.7,NaturallyAspirated,6,0.0,0.0,AllWheelDrive,2,2,MidsizeCars,1.0,0.0
1474,6.0,12,S6,23.2715,Turbocharged,6,1.0,0.0,AllWheelDrive,2,2,MidsizeCars,1.0,0.0
1475,3.0,6,S6,38.1696,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,MidsizeCars,1.0,1.0
1476,3.0,6,M6,38.7896,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,MidsizeCars,1.0,1.0
1477,3.0,6,S6,34.7818,NaturallyAspirated,6,1.0,0.0,AllWheelDrive,2,2,MidsizeCars,1.0,1.0
1478,3.0,6,M6,35.4606,NaturallyAspirated,6,0.0,0.0,AllWheelDrive,2,2,MidsizeCars,1.0,1.0
1479,3.0,6,S6,35.8831,Turbocharged,6,1.0,0.0,TwoWheelDriveRear,2,2,MidsizeCars,1.0,0.0
1480,3.0,6,M6,35.7081,Turbocharged,6,0.0,0.0,TwoWheelDriveRear,2,2,MidsizeCars,1.0,0.0
1481,3.0,6,S6,34.7288,Turbocharged,6,1.0,0.0,AllWheelDrive,2,2,MidsizeCars,1.0,0.0
1482,3.0,6,M6,34.2853,Turbocharged,6,1.0,0.0,AllWheelDrive,2,2,MidsizeCars,1.0,0.0
1483,4.8,8,M6,30.5375,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,MidsizeCars,1.0,1.0
1484,4.8,8,S6,31.3747,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,MidsizeCars,1.0,1.0
1485,5.0,10,M6,23.227,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,MidsizeCars,1.0,0.0
1486,5.0,10,S7,23.6182,NaturallyAspirated,7,1.0,0.0,TwoWheelDriveRear,2,2,MidsizeCars,1.0,0.0
1487,2.4,4,S6,41.696,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,MidsizeCars,1.0,0.0
1488,3.0,6,S6,36.1,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,MidsizeCars,1.0,0.0
1489,3.6,6,S6,38.1,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,MidsizeCars,1.0,0.0
1490,3.0,6,S6,34.4,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,MidsizeCars,1.0,0.0
1491,3.0,6,S6,38.3,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,MidsizeCars,1.0,0.0
1492,3.0,6,M6,36.0,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,MidsizeCars,1.0,0.0
1493,3.6,6,M6,34.9,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,MidsizeCars,1.0,0.0
1494,3.6,6,S6,40.0,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,MidsizeCars,1.0,0.0
1495,6.2,8,S6,24.9754,Supercharged,6,1.0,0.0,TwoWheelDriveRear,1,1,MidsizeCars,0.0,0.0
1496,6.2,8,M6,26.2999,Supercharged,6,0.0,0.0,TwoWheelDriveRear,1,1,MidsizeCars,0.0,0.0
1497,3.0,6,S6,36.1,NaturallyAspirated,6,1.0,0.0,AllWheelDrive,2,2,MidsizeCars,1.0,0.0
1498,3.6,6,S6,37.2,NaturallyAspirated,6,1.0,0.0,AllWheelDrive,2,2,MidsizeCars,1.0,0.0
1499,3.6,6,S6,40.0,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,MidsizeCars,1.0,0.0
1500,4.6,8,S6,34.1,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,MidsizeCars,0.0,0.0
1501,3.6,6,S6,37.2,NaturallyAspirated,6,1.0,0.0,AllWheelDrive,2,2,MidsizeCars,1.0,0.0
1502,4.6,8,S6,30.2999,NaturallyAspirated,6,1.0,0.0,AllWheelDrive,2,2,MidsizeCars,0.0,0.0
1503,2.4,4,A4,42.8,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,2,2,MidsizeCars,1.0,0.0
1504,2.4,4,S6,46.9,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,MidsizeCars,1.0,0.0
